itemCollection_faction_ClanGoliathScorpion,,,
mechdef_stonerhino_STR-1,Mech,0,10
mechdef_cazador_CZD-1,Mech,0,10
mechdef_sunspider_SNS_PRIME,Mech,0,10
mechdef_warhawk_PRIME,Mech,0,10
mechdef_ba_gnome,Mech,0,10
mechdef_ba_elemental,Mech,0,10
BTAClan_Weapons_Rare,Reference,3,10
BTA_Ammo_Rare_Clan,Reference,2,10
Weapon_Laser_SmallLaserER_BA_Clan,Weapon,0,10
Weapon_SRM_SRM2_BA_Clan,Weapon,0,10
Weapon_Avenger_Shotgun_BA_Clans,Weapon,0,10
Weapon_Laser_SmallLaserER_CLAN,Weapon,0,10
Weapon_Laser_MediumLaserER_CLAN,Weapon,0,10
Weapon_Laser_LargeLaserER_CLAN,Weapon,0,10
Weapon_LRM_LRM5_CLAN,Weapon,0,10
Weapon_LRM_LRM10_CLAN,Weapon,0,10
Weapon_SRM_SRM4_CLAN,Weapon,0,10
Weapon_SRM_SRM2_CLAN,Weapon,0,10
Weapon_MachineGun_MachineGun_CLAN,Weapon,0,10
Weapon_Autocannon_AC2_CLAN,Weapon,0,10
Weapon_Autocannon_AC2_LBX_CLAN,Weapon,0,10
Weapon_Autocannon_AC5_CLAN,Weapon,0,10
Weapon_Autocannon_AC5_LBX_CLAN,Weapon,0,10
Weapon_PPC_PPCER_CLAN,Weapon,0,10
Gear_Contract_BattleArmor_Elemental_Clans,Upgrade,0,10
