BTA_FCS,,,
Gear_Attachment_ArtemisIV,Upgrade,4,7
Gear_Attachment_Apollo,Upgrade,4,6
Gear_TargetingTrackingSystem_CalledShot,Upgrade,1,5
Gear_TargetingTrackingSystem_MultiTrac,Upgrade,1,4
Gear_LifeSupportA_ReinforcedLifeSupport,Upgrade,1,6
Gear_Resolve_Containment_System,Upgrade,1,7
Gear_TargetingTrackingSystem_AntiAirAccuracy,Upgrade,1,4
Gear_TargetingTrackingSystem_AntiAirEvasion,Upgrade,1,4
Gear_TargetingTrackingSystem_TargetingComputer_Light,Upgrade,1,5
Gear_TargetingTrackingSystem_TargetingComputer_Medium,Upgrade,1,5
Gear_TargetingTrackingSystem_TargetingComputer_Heavy,Upgrade,1,5
Gear_TargetingTrackingSystem_TargetingComputer_Assault,Upgrade,1,5
Gear_TargetingTrackingSystem_WebbTC,Upgrade,1,5
