itemCollection_faction_Steiner,,,
itemCollection_systemStores_Mechs_Steiner_Light,Reference,0,1
itemCollection_systemStores_Mechs_Steiner_Medium,Reference,0,1
itemCollection_systemStores_MechParts_Steiner_Light,Reference,0,1
itemCollection_systemStores_MechParts_Steiner_Medium,Reference,0,1
itemCollection_systemStores_MechParts_Steiner_Heavy,Reference,0,1
Weapon_Gauss_Gauss_Silverbullet,Weapon,0,1
Weapon_Gauss_Heavy_0-STOCK,Weapon,0,1
Weapon_Gauss_ImprovedHeavy_0-STOCK,Weapon,0,1
Weapon_Gauss_Magshot_0-STOCK,Weapon,0,1
Weapon_LRM_NLRM5_0-STOCK,Weapon,0,10
Weapon_LRM_NLRM10_0-STOCK,Weapon,0,10
Weapon_LRM_NLRM15_0-STOCK,Weapon,0,10
Weapon_LRM_NLRM20_0-STOCK,Weapon,0,10
Ammo_AmmunitionBox_Generic_SBGAUSS,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_MAGSHOT,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_HGAUSS,AmmunitionBox,0,1
Ammo_AmmunitionBox_Generic_LRM,AmmunitionBox,0,1
Ammo_AmmunitionBox_ArtemisIV_LRM,AmmunitionBox,0,1
Ammo_AmmunitionBox_ArtemisIV_SRM,AmmunitionBox,0,1
Gear_Attachment_ArtemisIV,Upgrade,0,1
mechdef_ba_infiltratormkii,Mech,0,10
mechdef_ba_sloth,Mech,0,10
mechdef_ba_rottweiler,Mech,0,10
Weapon_Gauss_Magshot_BA,Weapon,0,10
Weapon_MachineGun_AntiInfantry_BA,Weapon,0,10
Weapon_Firedrake_Needler_BA,Weapon,0,10
Weapon_Laser_SmallLaser_BA,Weapon,0,10
Gear_Attachment_GaussFCS,Upgrade,0,1
Gear_Contract_Tank_Alacorn_Steiner,Upgrade,0,1
Gear_Contract_Mech_Atlas_Steiner,Upgrade,0,1
Gear_Contract_Mech_Hauptmann_Steiner,Upgrade,0,1
Gear_Contract_BattleArmor_InfiltratorMkII_Davion_Steiner,Upgrade,0,1
Gear_Contract_BattleArmor_Rottweiler_Steiner,Upgrade,0,1
Gear_Contract_BattleArmor_Sloth_Steiner,Upgrade,0,1
Gear_Contract_Aerospace_Permanent_Eisensturm,Upgrade,0,1
emod_kit_dhs,HeatSink,0,1
Gear_HeatSink_Generic_Double,HeatSink,0,1
