BTA_List_WynnsRoost,,,
Weapon_Firedrake_Needler_BA,Weapon,0,10
Weapon_Gauss_Heavy_Tsunami_BA,Weapon,0,10
Weapon_Medium_Recoilless_BA,Weapon,0,10
Weapon_Laser_SmallLaser_BA,Weapon,0,10
Weapon_SRM_SRM2_BA_OS,Weapon,0,10
Weapon_Plasma_Rifle_BA,Weapon,0,10
Weapon_PPC_Support_BA,Weapon,0,10
mechdef_ba_achilles,Mech,1,10
mechdef_ba_asterion,Mech,1,10
mechdef_ba_is_standard,Mech,1,10
mechdef_ba_rottweiler,Mech,1,10
mechdef_ba_theseus,Mech,1,10
mechdef_ba_yinglong,Mech,1,10
mechdef_ba_raiden,Mech,1,10
mechdef_ba_void,Mech,1,10
mechdef_kingcrab_KGC-0000,Mech,1,10
mechdef_kingcrab_KGC-000,Mech,1,10
mechdef_kingcrab_KGC-000b,Mech,1,10
mechdef_kingcrab_KGC-001,Mech,1,10
mechdef_kingcrab_KGC-002,Mech,1,10
mechdef_kingcrab_KGC-005,Mech,1,10
mechdef_kingcrab_KGC-010,Mech,1,10
mechdef_kingcrab_KGC-005b5b,Mech,1,10
mechdef_urbanmech_UM-LAM,Mech,1,10
mechdef_urbanmech_UM-R25,Mech,1,10
mechdef_urbanmech_UM-R60,Mech,1,10
mechdef_urbanmech_UM-R60C,Mech,1,10
mechdef_urbanmech_UM-R60L,Mech,1,10
mechdef_urbanmech_UM-R60X,Mech,1,10
mechdef_urbanmech_UM-R63,Mech,1,10
mechdef_urbanmech_UM-R68,Mech,1,10
mechdef_urbanmech_UM-R71,Mech,1,10
mechdef_urbanmech_UM-R72,Mech,1,10
mechdef_urbanmech_UM-R90,Mech,1,10
mechdef_urbanmech_UM-R100X,Mech,1,10
mechdef_urbanmech_UM-RM-Prime,Mech,1,10
