BTA_List_Outreach,,,
BTA_List_Outreach_IS,Reference,4,10
BTA_List_Outreach_Clan,Reference,4,10
emod_engine_150,HeatSink,0,10
emod_engine_180,HeatSink,0,10
emod_engine_220,HeatSink,0,10
emod_engine_275,HeatSink,0,10
emod_engine_300,HeatSink,0,10
emod_engineslots_xl_center,HeatSink,0,10
emod_engineslots_light_center,HeatSink,0,10
Gear_JumpJet_Generic_Standard,JumpJet,0,10
Weapon_LRM_LRM15_0-STOCK,Weapon,0,10
Weapon_LRM_LRM20_0-STOCK,Weapon,0,10
Weapon_PPC_PPC_0-STOCK,Weapon,0,10
Weapon_AMS,Weapon,0,10
Weapon_Flamer_Flamer_BA,Weapon,0,10
Ammo_AmmunitionBox_AntiMissile,AmmunitionBox,0,10
Ammo_AmmunitionBox_AntiMissile_half,AmmunitionBox,0,10
vehicledef_BADGER_PRIME,Mech,0,10
mechdef_ba_dragoon,Mech,0,10
