BTA_List_Terra_Mechs,,,
mechdef_crockett_CRK-5003-3,Mech,0,5
mechdef_crockett_CRK-5004-1,Mech,0,5
mechdef_wasp_WSP-3M,Mech,0,5
mechdef_thunderbolt_TDR-7M,Mech,0,5
mechdef_warhammer_WHM-7M,Mech,0,5
mechdef_kintaro_KTO-21,Mech,0,5
mechdef_kingcrab_KGC-001,Mech,0,5
mechdef_griffin_GRF-6CS,Mech,0,5
mechdef_shadowhawk_SHD-11CS,Mech,0,5
mechdef_shadowhawk_SHD-7CS,Mech,0,5
mechdef_emperor_EMP-6M,Mech,0,5
mechdef_highlander_HGN-736,Mech,0,5
mechdef_lancelot_LNC25-04,Mech,0,5
mechdef_longbow_LGB-12C,Mech,0,5
mechdef_legacy_LGC-01,Mech,0,5
mechdef_legacy_LGC-02,Mech,0,5
mechdef_vanquisher_VQR-2A,Mech,0,5
mechdef_vanquisher_VQR-2B,Mech,0,5
mechdef_shootist_ST-8A,Mech,0,5
mechdef_shootist_ST-8C,Mech,0,5
mechdef_ostroc_OSR-2CB,Mech,0,5
mechdef_ostscout_OTT-9CS,Mech,0,5
mechdef_thorn_THE-N1,Mech,0,5
mechdef_hussar_HSR-500-D,Mech,0,5
mechdef_sorcerer_SRC-1A,Mech,0,5
mechdef_osprey_OSP-15,Mech,0,5
mechdef_helepolis_HEP-2H,Mech,0,5
mechdef_warhammer_WHM-9S,Mech,0,5
mechdef_nyxprototype_NX-60,Mech,0,5
mechdef_nyxprototype_NX-65,Mech,0,5
mechdef_nyxprototype_NX-70,Mech,0,5
