Log v2.1,Actor,Pilot,Unit,Target,Pilot,Unit,Combat Id,Round,Phase,Attack Id,Direction,Range,Weapon,Weapon Template,Weapon Id,Hit Roll,Corrected,Streak,Final,Hit%,Location Roll,Head,CT,LT,RT,LA,RA,LL,RL,Called Part,Called Multiplier,Hit Location,Damage,Stops At,From Armor,To Armor,From HP,To HP,Max HP,Crit Roll,Base Crit%,Crit Multiplier,Crit%,Slot Roll,Crit Slot,Crit Equipment,From State,To State
2019-05-07T19:06:28,OpFor,Pilot,Spider,Player,GenericMW,Crab,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,3,5,PGs5nveBPutnx8aiM3niceG3j5scSdVB,FromFront,253.1428,M Laser,Weapon_Laser_MediumLaser_0-STOCK,29,0.1791386,0.2255279,0,0.2255279,0.25,0.5078107,1024,16384,14336,14336,10240,10240,8192,8192,None,0,RightTorso,8,RightTorso,120,112,60,60,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:06:49,Player,acesnyper303,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,3,5,tWnV60nFRc41TP/y/oqdT2v30eHUa6nY,FromFront,360.4793,ER PPC,Weapon_PPC_PPCER_0-STOCK,26,0.550658,0.5381266,0,0.5381266,0.125,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:06:49,Player,acesnyper303,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,3,5,tWnV60nFRc41TP/y/oqdT2v30eHUa6nY,FromFront,360.4793,ER PPC,Weapon_PPC_PPCER_0-STOCK,25,0.2982053,0.3402395,0,0.3402395,0.125,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.3980599,0.4224601,0,0.4224601,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,23,0.974889,0.9658338,0,0.9658338,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,M Laser,Weapon_Laser_MediumLaser_0-STOCK,33,0.8613691,0.8193497,0,0.8193497,0.2,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.5207212,0.51555,0,0.51555,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.115873,0.1538652,0,0.1538652,0.25,0.1028319,1024,16384,14336,14336,10240,10240,8192,8192,None,0,CenterTorso,6.272727,CenterTorso,40,33.72727,50,50,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.47618,0.4821212,0,0.4821212,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.1195705,0.1582982,0,0.1582982,0.25,0.4901472,0,131072,57344,57344,10240,10240,8192,8192,None,0,LeftTorso,6.272727,LeftTorso,30,23.72727,35,35,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.1940755,0.241238,0,0.241238,0.25,0.2278624,0,131072,57344,57344,10240,10240,8192,8192,None,0,CenterTorso,6.272727,CenterTorso,33.72727,27.45454,50,50,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.4133124,0.4343173,0,0.4343173,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.207074,0.2545676,0,0.2545676,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.8310366,0.7854248,0,0.7854248,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.1918599,0.2389348,0,0.2389348,0.25,0.5902629,0,131072,57344,57344,10240,10240,8192,8192,None,0,LeftTorso,6.272727,LeftTorso,23.72727,17.45454,35,35,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.7115703,0.6683753,0,0.6683753,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-05-07T19:08:47,Player,anontech,Hellbringer,OpFor,Pilot,Spider,LBe0dpXMvG417J8Eg7RNF1vO0VGldsgJ,4,5,ASXGMf8Q/F3haHaizjLQ5YGnMqHg4m6D,FromFront,148.7618,LBX AC/10(Cluster),Weapon_Autocannon_LB10XAC,32,0.3148124,0.354606,0,0.354606,0.25,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
