Log v2.1,Actor,Pilot,Unit,Target,Pilot,Unit,Combat Id,Round,Phase,Attack Id,Direction,Range,Weapon,Weapon Template,Weapon Id,Hit Roll,Corrected,Streak,Final,Hit%,Location Roll,Head,CT,LT,RT,LA,RA,LL,RL,Called Part,Called Multiplier,Hit Location,Damage,Stops At,From Armor,To Armor,From HP,To HP,Max HP,Crit Roll,Base Crit%,Crit Multiplier,Crit%,Slot Roll,Crit Slot,Crit Equipment,From State,To State
2019-09-16T06:33:37,OpFor,Paradise,Locust,Player,Kraken,Commando,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,Vcm4xZMM8SqTSgQ6Fm+3bBgMIZHCrzQe,FromFront,276.8356,M Laser,Weapon_Laser_MediumLaser_0-STOCK,25,0.3088353,0.3494729,0,0.3494729,0.15,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,AC/2(Normal),Weapon_Autocannon_AC2_0-STOCK,25,0.9872715,0.9839249,0,0.9839249,0.95,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,AC/2(Normal),Weapon_Autocannon_AC2_0-STOCK,30,0.9886102,0.985908,0,0.985908,0.95,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,M Laser,Weapon_Laser_MediumLaser_0-STOCK,24,0.6367512,0.6051821,0,0.6051821,0.7,0.06908629,1024,16384,14336,14336,10240,10240,8192,8192,None,0,CenterTorso,200,CenterTorso,50,0,30,0,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,M Laser,Weapon_Laser_MediumLaser_0-STOCK,26,0.4030258,0.4263355,0,0.4263355,0.7,0.724997,1024,16384,14336,14336,10240,10240,8192,8192,None,0,RightArm,200,CenterTorso,0,0,0,0,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,M Laser,Weapon_Laser_MediumLaser_0-STOCK,28,0.1701584,0.2158722,0,0.2158722,0.7,0.3598831,1024,16384,14336,14336,10240,10240,8192,8192,None,0,LeftTorso,200,CenterTorso,0,0,0,0,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:33:54,Player,Wildfire,Blackjack,OpFor,Paradise,Locust,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,oLNAbWdqO6WUmqgXkiLQPiHF+t5zz6qT,FromFront,336.2473,M Laser,Weapon_Laser_MediumLaser_0-STOCK,29,0.2793487,0.3235109,0,0.3235109,0.7,0.484365,1024,16384,14336,14336,10240,10240,8192,8192,None,0,RightTorso,200,CenterTorso,0,0,0,0,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:34:14,OpFor,Showboat,Panther,Player,Kraken,Commando,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,65fLyEdRBkDM/y6mFbrX1vxWUyfbCfaj,FromFront,338.6251,PPC,Weapon_PPC_PPC_0-STOCK,32,0.009637959,0.01148866,0,0.01148866,0.25,0.905981,1024,16384,14336,14336,10240,10240,8192,8192,None,0,RightLeg,5.5,RightLeg,40,34.5,30,30,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:34:31,OpFor,Kraken,Trebuchet,Player,Kraken,Commando,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,KSnBUuLQBdAJrIHQnnNeQ5NoS5P0Kihn,FromFront,400.9097,LRM15(Normal),Weapon_LRM_LRM15_0-STOCK,23,0.01082714,0.01325684,0,0.01325684,0.325,0.4819231,1024,16384,14336,14336,10240,10240,8192,8192,None,0,RightTorso,0.4,RightTorso,30,29.6,30,30,--,--,--,--,--,--,--,--,--,--
2019-09-16T06:34:31,OpFor,Kraken,Trebuchet,Player,Kraken,Commando,HHt5zlpVKD9AN/zowYQgicb6Z+MX3K95,1,3,KSnBUuLQBdAJrIHQnnNeQ5NoS5P0Kihn,FromFront,400.9097,LRM15(Normal),Weapon_LRM_LRM15_0-STOCK,23,0.9388686,0.9157088,0,0.9157088,0.325,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
