Log v2.1,Actor,Pilot,Unit,Target,Pilot,Unit,Combat Id,Round,Phase,Attack Id,Direction,Range,Weapon,Weapon Template,Weapon Id,Hit Roll,Corrected,Streak,Final,Hit%,Location Roll,Head,CT,LT,RT,LA,RA,LL,RL,Called Part,Called Multiplier,Hit Location,Damage,Stops At,From Armor,To Armor,From HP,To HP,Max HP,Crit Roll,Base Crit%,Crit Multiplier,Crit%,Slot Roll,Crit Slot,Crit Equipment,From State,To State
2019-09-15T20:16:01,OpFor,Gunner,Condor,Player,Sea Witch,Wasp,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,1,3,KiPnuTNiX+sWxdbaW/o7Uo7lhbILNqSQ,FromFront,206.0648,M Laser,Weapon_Laser_MediumLaser_0-STOCK,0,0.9229072,0.8946328,0,0.8946328,0.2,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:16:01,OpFor,Gunner,Condor,Player,Sea Witch,Wasp,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,1,3,KiPnuTNiX+sWxdbaW/o7Uo7lhbILNqSQ,FromFront,206.0648,M Laser,Weapon_Laser_MediumLaser_0-STOCK,1,0.835923,0.790759,0,0.790759,0.2,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:16:01,OpFor,Gunner,Condor,Player,Sea Witch,Wasp,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,1,3,KiPnuTNiX+sWxdbaW/o7Uo7lhbILNqSQ,FromFront,206.0648,M Laser,Weapon_Laser_MediumLaser_0-STOCK,2,0.1276156,0.1678338,0,0.1678338,0.2,0.1871109,1024,16384,14336,14336,10240,10240,8192,8192,None,0,CenterTorso,20,CenterTorso,30,10,30,30,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:16:01,OpFor,Gunner,Condor,Player,Sea Witch,Wasp,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,1,3,KiPnuTNiX+sWxdbaW/o7Uo7lhbILNqSQ,FromFront,206.0648,M Laser,Weapon_Laser_MediumLaser_0-STOCK,3,0.6052185,0.5801067,0,0.5801067,0.2,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:16:56,Player,Heat Wave,Firestarter,OpFor,Gunner,Condor,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,7r4Ul/+mS/N/VvGoRnIPXto6hEqL5wwN,FromFront,145.2752,M Laser,Weapon_Laser_MediumLaser_0-STOCK,24,0.9270383,0.9000232,0,0.9000232,0.3,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:16:56,Player,Heat Wave,Firestarter,OpFor,Gunner,Condor,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,7r4Ul/+mS/N/VvGoRnIPXto6hEqL5wwN,FromFront,145.2752,M Laser,Weapon_Laser_MediumLaser_0-STOCK,37,0.1290111,0.1694727,0,0.1694727,0.3,0.9084854,5120,20480,16384,16384,0,--,--,--,None,0,Right,20,Right,97.75,77.75,50,50,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:17:00,OpFor,Recruit,Striker Light Tank,Player,Heat Wave,Firestarter,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,SjK+n9j0ZMZk9P0do1OcrsV81O+P8gyB,FromFront,772.8124,LRM15(ARTIV),Weapon_LRM_LRM15_0-STOCK,0,0.4766473,0.4824724,0,0.4824724,0.01,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:17:00,OpFor,Recruit,Striker Light Tank,Player,Heat Wave,Firestarter,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,SjK+n9j0ZMZk9P0do1OcrsV81O+P8gyB,FromFront,772.8124,LRM15(ARTIV),Weapon_LRM_LRM15_0-STOCK,0,0.192869,0.239985,0,0.239985,0.01,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:17:00,OpFor,Recruit,Striker Light Tank,Player,Heat Wave,Firestarter,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,SjK+n9j0ZMZk9P0do1OcrsV81O+P8gyB,FromFront,772.8124,LRM15(ARTIV),Weapon_LRM_LRM15_0-STOCK,0,0.7913878,0.7438754,0,0.7438754,0.01,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2019-09-15T20:17:00,OpFor,Recruit,Striker Light Tank,Player,Heat Wave,Firestarter,x4ob7Ny46ptVEG9TRYCbUvNsXrAsACUm,2,2,SjK+n9j0ZMZk9P0do1OcrsV81O+P8gyB,FromFront,772.8124,LRM15(ARTIV),Weapon_LRM_LRM15_0-STOCK,0,0.9215678,0.8928947,0,0.8928947,0.01,--,--,--,--,--,--,--,--,--,--,--,(Miss),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
